datetime,outdoor_temp,outdoor_humidity,indoor_temp,indoor_humidity,co2,occupancy,is_class_time,course_intensity,ac_setpoint,ac_on,window_open,ac_energy
2024-01-01 19:00:00,9.5,66.6,10.2,66.8,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-01 20:00:00,11.4,68.4,10.3,67.0,992.0,0,0,0.0,26.0,0,0,0.0
2024-01-01 21:00:00,8.8,69.1,10.2,67.2,706.0,0,0,0.0,26.0,0,0,0.0
2024-01-01 22:00:00,5.5,69.9,9.7,67.4,563.0,0,0,0.0,26.0,0,0,0.0
2024-01-01 23:00:00,5.8,77.2,9.3,68.4,492.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 00:00:00,6.0,70.4,9.0,68.6,456.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 01:00:00,5.2,75.8,8.6,69.3,438.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 02:00:00,3.2,79.6,8.0,70.4,429.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 03:00:00,5.5,80.8,7.8,71.4,424.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 04:00:00,2.9,76.8,7.3,71.9,422.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 05:00:00,5.2,79.9,7.1,72.7,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 06:00:00,4.7,75.1,6.8,73.0,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 07:00:00,4.8,70.4,6.6,72.7,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 08:00:00,8.9,76.1,6.9,73.1,5000.0,55,1,0.917,26.0,0,0,0.0
2024-01-02 09:00:00,8.9,73.0,7.1,73.1,5000.0,55,1,0.917,26.0,0,0,0.0
2024-01-02 10:00:00,10.8,66.0,7.5,72.3,5000.0,29,1,0.483,26.0,0,0,0.0
2024-01-02 11:00:00,12.0,70.6,8.0,72.2,5000.0,29,1,0.483,26.0,0,0,0.0
2024-01-02 12:00:00,12.5,69.0,8.5,71.9,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 13:00:00,9.4,65.5,8.6,71.2,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 14:00:00,14.0,61.4,9.1,70.2,3659.0,24,1,0.4,26.0,0,0,0.0
2024-01-02 15:00:00,14.1,56.0,9.6,68.8,4706.0,24,1,0.4,26.0,0,0,0.0
2024-01-02 16:00:00,13.5,63.3,10.1,68.3,5000.0,39,1,0.65,26.0,0,0,0.0
2024-01-02 17:00:00,15.5,61.5,10.6,67.6,5000.0,39,1,0.65,26.0,0,0,0.0
2024-01-02 18:00:00,11.3,62.8,10.7,67.1,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 19:00:00,12.9,67.0,10.9,67.1,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 20:00:00,9.5,69.5,10.8,67.3,992.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 21:00:00,9.1,72.9,10.6,67.9,706.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 22:00:00,6.7,71.1,10.2,68.2,563.0,0,0,0.0,26.0,0,0,0.0
2024-01-02 23:00:00,5.9,69.6,9.8,68.4,492.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 00:00:00,5.9,76.4,9.4,69.2,456.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 01:00:00,4.7,76.2,8.9,69.9,438.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 02:00:00,2.0,76.5,8.2,70.5,429.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 03:00:00,3.5,75.6,7.7,71.0,424.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 04:00:00,3.9,78.9,7.3,71.8,422.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 05:00:00,7.5,77.5,7.4,72.4,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 06:00:00,5.9,75.4,7.2,72.7,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 07:00:00,3.6,73.9,6.8,72.8,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 08:00:00,7.8,79.5,7.0,73.5,5000.0,57,1,0.95,26.0,0,0,0.0
2024-01-03 09:00:00,8.7,70.9,7.2,73.2,5000.0,57,1,0.95,26.0,0,0,0.0
2024-01-03 10:00:00,10.2,64.4,7.5,72.3,5000.0,38,1,0.633,26.0,0,0,0.0
2024-01-03 11:00:00,13.2,68.3,8.1,71.9,5000.0,38,1,0.633,26.0,0,0,0.0
2024-01-03 12:00:00,13.7,61.6,8.7,70.9,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 13:00:00,15.4,58.9,9.4,69.7,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 14:00:00,14.7,68.8,9.9,69.6,5000.0,43,1,0.717,26.0,0,0,0.0
2024-01-03 15:00:00,12.5,60.3,10.2,68.7,5000.0,43,1,0.717,26.0,0,0,0.0
2024-01-03 16:00:00,14.0,60.8,10.6,67.9,5000.0,40,1,0.667,26.0,0,0,0.0
2024-01-03 17:00:00,11.0,63.3,10.7,67.4,5000.0,40,1,0.667,26.0,0,0,0.0
2024-01-03 18:00:00,10.9,65.8,10.7,67.3,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 19:00:00,10.1,70.6,10.7,67.6,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 20:00:00,9.1,67.0,10.5,67.5,992.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 21:00:00,10.2,66.3,10.5,67.4,706.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 22:00:00,8.0,76.0,10.2,68.3,563.0,0,0,0.0,26.0,0,0,0.0
2024-01-03 23:00:00,4.1,74.6,9.6,68.9,492.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 00:00:00,5.9,78.0,9.2,69.8,456.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 01:00:00,2.8,73.0,8.6,70.1,438.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 02:00:00,5.0,78.6,8.2,71.0,429.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 03:00:00,4.4,79.0,7.8,71.8,424.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 04:00:00,3.2,78.4,7.4,72.4,422.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 05:00:00,5.1,74.8,7.1,72.7,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 06:00:00,8.3,77.1,7.2,73.1,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 07:00:00,4.7,76.0,7.0,73.4,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 08:00:00,6.2,74.4,6.9,73.5,3309.0,26,1,0.433,26.0,0,0,0.0
2024-01-04 09:00:00,10.7,67.5,7.3,72.9,4753.0,26,1,0.433,26.0,0,0,0.0
2024-01-04 10:00:00,11.7,69.2,7.8,72.5,4809.0,20,1,0.333,26.0,0,0,0.0
2024-01-04 11:00:00,12.7,71.7,8.3,72.5,4837.0,20,1,0.333,26.0,0,0,0.0
2024-01-04 12:00:00,12.2,62.1,8.7,71.4,2628.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 13:00:00,12.0,60.6,9.0,70.3,1524.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 14:00:00,13.7,63.3,9.5,69.6,5000.0,58,1,0.967,26.0,0,0,0.0
2024-01-04 15:00:00,14.4,64.5,10.1,69.1,5000.0,58,1,0.967,26.0,0,0,0.0
2024-01-04 16:00:00,13.8,66.6,10.5,68.9,5000.0,24,1,0.4,26.0,0,0,0.0
2024-01-04 17:00:00,12.9,71.2,10.7,69.1,5000.0,24,1,0.4,26.0,0,0,0.0
2024-01-04 18:00:00,13.5,61.8,11.0,68.4,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 19:00:00,9.9,67.4,10.9,68.3,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 20:00:00,10.0,70.1,10.8,68.5,992.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 21:00:00,9.7,69.8,10.7,68.6,706.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 22:00:00,6.4,67.5,10.3,68.5,563.0,0,0,0.0,26.0,0,0,0.0
2024-01-04 23:00:00,5.8,76.6,9.8,69.3,492.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 00:00:00,5.8,71.9,9.4,69.6,456.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 01:00:00,4.9,78.1,8.9,70.4,438.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 02:00:00,2.8,78.2,8.3,71.2,429.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 03:00:00,4.1,74.6,7.9,71.5,424.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 04:00:00,4.7,79.4,7.6,72.3,422.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 05:00:00,6.3,80.1,7.4,73.1,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 06:00:00,3.4,72.8,7.0,73.1,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 07:00:00,7.3,75.5,7.1,73.3,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 08:00:00,8.5,83.6,7.2,74.3,5000.0,52,1,0.867,26.0,0,0,0.0
2024-01-05 09:00:00,9.9,73.4,7.5,74.2,5000.0,52,1,0.867,26.0,0,0,0.0
2024-01-05 10:00:00,11.7,69.9,8.0,73.8,5000.0,57,1,0.95,26.0,0,0,0.0
2024-01-05 11:00:00,11.0,68.3,8.3,73.3,5000.0,57,1,0.95,26.0,0,0,0.0
2024-01-05 12:00:00,11.4,63.6,8.7,72.3,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 13:00:00,12.6,63.3,9.1,71.4,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 14:00:00,17.3,56.7,9.9,69.9,5000.0,48,1,0.8,26.0,0,0,0.0
2024-01-05 15:00:00,15.0,57.2,10.5,68.7,5000.0,48,1,0.8,26.0,0,0,0.0
2024-01-05 16:00:00,13.1,65.5,10.8,68.3,5000.0,45,1,0.75,26.0,0,0,0.0
2024-01-05 17:00:00,13.4,59.8,11.1,67.5,5000.0,45,1,0.75,26.0,0,0,0.0
2024-01-05 18:00:00,11.5,66.4,11.1,67.4,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 19:00:00,10.4,66.6,11.0,67.3,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 20:00:00,10.4,66.0,11.0,67.2,992.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 21:00:00,12.2,71.9,11.1,67.6,706.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 22:00:00,4.7,72.6,10.4,68.1,563.0,0,0,0.0,26.0,0,0,0.0
2024-01-05 23:00:00,5.5,76.6,9.9,69.0,492.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 00:00:00,4.3,75.3,9.4,69.6,456.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 01:00:00,5.4,79.5,9.0,70.6,438.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 02:00:00,2.4,76.7,8.3,71.2,429.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 03:00:00,3.3,76.0,7.8,71.7,424.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 04:00:00,6.8,78.9,7.7,72.4,422.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 05:00:00,2.8,79.7,7.2,73.1,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 06:00:00,8.6,78.8,7.3,73.7,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 07:00:00,4.2,72.5,7.0,73.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 08:00:00,9.6,69.9,7.3,73.2,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 09:00:00,9.7,72.3,7.5,73.1,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 10:00:00,8.9,67.8,7.7,72.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 11:00:00,6.6,62.9,7.6,71.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 12:00:00,12.2,60.6,8.0,70.5,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 13:00:00,15.8,58.8,8.8,69.3,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 14:00:00,13.2,62.7,9.3,68.7,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 15:00:00,16.2,57.7,10.0,67.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 16:00:00,15.6,62.3,10.6,67.1,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 17:00:00,11.9,64.5,10.7,66.8,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 18:00:00,12.8,62.5,10.9,66.4,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 19:00:00,11.6,64.8,11.0,66.2,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 20:00:00,10.5,69.9,10.9,66.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 21:00:00,11.4,66.3,11.0,66.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 22:00:00,10.9,66.2,11.0,66.5,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-06 23:00:00,6.3,75.8,10.5,67.4,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 00:00:00,5.9,73.8,10.0,68.1,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 01:00:00,4.4,75.4,9.5,68.8,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 02:00:00,3.3,80.3,8.8,70.0,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 03:00:00,4.5,75.9,8.4,70.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 04:00:00,5.5,78.6,8.1,71.4,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 05:00:00,5.9,78.8,7.9,72.1,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 06:00:00,4.2,74.0,7.5,72.3,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 07:00:00,7.6,75.8,7.5,72.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 08:00:00,7.7,72.4,7.5,72.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 09:00:00,10.9,68.2,7.9,72.2,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 10:00:00,11.1,67.3,8.2,71.7,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 11:00:00,11.2,69.3,8.5,71.5,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 12:00:00,13.8,66.8,9.1,71.0,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 13:00:00,15.3,63.1,9.7,70.2,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 14:00:00,14.9,61.3,10.2,69.3,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 15:00:00,14.5,61.6,10.7,68.5,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 16:00:00,14.0,64.1,11.0,68.1,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 17:00:00,12.1,69.3,11.1,68.2,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 18:00:00,11.0,60.7,11.1,67.5,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 19:00:00,13.2,68.4,11.3,67.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 20:00:00,11.2,69.8,11.3,67.8,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 21:00:00,9.0,67.3,11.1,67.7,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 22:00:00,7.8,70.0,10.7,68.0,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-07 23:00:00,8.0,73.6,10.5,68.5,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 00:00:00,4.2,74.7,9.8,69.1,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 01:00:00,5.3,75.2,9.4,69.7,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 02:00:00,2.9,78.5,8.7,70.6,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 03:00:00,4.4,76.5,8.3,71.2,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 04:00:00,3.5,78.4,7.8,71.9,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 05:00:00,2.5,72.7,7.3,72.0,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 06:00:00,4.4,75.0,7.0,72.3,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 07:00:00,7.0,78.4,7.0,72.9,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 08:00:00,9.0,71.6,7.2,72.8,5000.0,58,1,0.967,26.0,0,0,0.0
2024-01-08 09:00:00,9.0,67.0,7.4,72.2,5000.0,58,1,0.967,26.0,0,0,0.0
2024-01-08 10:00:00,10.3,67.1,7.7,71.7,5000.0,23,1,0.383,26.0,0,0,0.0
2024-01-08 11:00:00,12.0,63.5,8.2,70.9,5000.0,23,1,0.383,26.0,0,0,0.0
2024-01-08 12:00:00,13.3,68.9,8.7,70.7,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 13:00:00,13.2,64.3,9.2,70.0,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 14:00:00,14.9,61.1,9.8,69.1,3548.0,23,1,0.383,26.0,0,0,0.0
2024-01-08 15:00:00,14.3,62.0,10.2,68.4,4540.0,23,1,0.383,26.0,0,0,0.0
2024-01-08 16:00:00,14.0,60.0,10.7,67.6,5000.0,38,1,0.633,26.0,0,0,0.0
2024-01-08 17:00:00,13.4,64.6,11.0,67.3,5000.0,38,1,0.633,26.0,0,0,0.0
2024-01-08 18:00:00,14.7,67.2,11.3,67.3,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 19:00:00,14.7,63.7,11.7,66.9,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 20:00:00,11.6,68.5,11.7,67.1,992.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 21:00:00,12.3,67.6,11.7,67.1,706.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 22:00:00,6.4,70.3,11.2,67.4,563.0,0,0,0.0,26.0,0,0,0.0
2024-01-08 23:00:00,3.3,72.4,10.4,67.9,492.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 00:00:00,4.3,76.1,9.8,68.8,456.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 01:00:00,5.2,82.6,9.3,70.1,438.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 02:00:00,5.6,76.0,8.9,70.7,429.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 03:00:00,2.7,79.5,8.3,71.6,424.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 04:00:00,2.2,83.2,7.7,72.8,422.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 05:00:00,6.4,75.5,7.6,73.0,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 06:00:00,2.9,79.7,7.1,73.7,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 07:00:00,6.3,77.7,7.0,74.1,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 08:00:00,5.3,70.3,6.9,73.7,5000.0,47,1,0.783,26.0,0,0,0.0
2024-01-09 09:00:00,9.0,70.1,7.1,73.4,5000.0,47,1,0.783,26.0,0,0,0.0
2024-01-09 10:00:00,9.6,69.8,7.4,73.0,5000.0,38,1,0.633,26.0,0,0,0.0
2024-01-09 11:00:00,9.9,65.6,7.7,72.3,5000.0,38,1,0.633,26.0,0,0,0.0
2024-01-09 12:00:00,12.7,65.9,8.2,71.6,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 13:00:00,14.4,59.7,8.8,70.4,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 14:00:00,11.5,66.1,9.1,70.0,3548.0,23,1,0.383,26.0,0,0,0.0
2024-01-09 15:00:00,14.5,59.8,9.7,69.0,4540.0,23,1,0.383,26.0,0,0,0.0
2024-01-09 16:00:00,16.2,62.6,10.4,68.3,5000.0,57,1,0.95,26.0,0,0,0.0
2024-01-09 17:00:00,15.1,63.3,10.9,67.8,5000.0,57,1,0.95,26.0,0,0,0.0
2024-01-09 18:00:00,15.6,69.6,11.4,68.0,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 19:00:00,11.1,68.9,11.3,68.1,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 20:00:00,11.3,72.0,11.3,68.5,992.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 21:00:00,7.6,72.1,11.0,68.9,706.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 22:00:00,9.3,66.8,10.8,68.6,563.0,0,0,0.0,26.0,0,0,0.0
2024-01-09 23:00:00,4.7,67.9,10.2,68.6,492.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 00:00:00,5.1,77.8,9.7,69.5,456.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 01:00:00,6.9,77.2,9.4,70.3,438.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 02:00:00,6.6,73.6,9.1,70.6,429.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 03:00:00,2.0,77.8,8.4,71.3,424.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 04:00:00,4.7,77.6,8.0,71.9,422.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 05:00:00,2.0,76.7,7.4,72.4,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 06:00:00,3.5,77.7,7.0,73.0,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 07:00:00,7.0,71.2,7.0,72.8,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 08:00:00,6.9,68.9,7.0,72.4,3531.0,28,1,0.467,26.0,0,0,0.0
2024-01-10 09:00:00,8.9,72.9,7.2,72.4,5000.0,28,1,0.467,26.0,0,0,0.0
2024-01-10 10:00:00,8.8,69.4,7.4,72.1,5000.0,51,1,0.85,26.0,0,0,0.0
2024-01-10 11:00:00,10.7,63.6,7.8,71.3,5000.0,51,1,0.85,26.0,0,0,0.0
2024-01-10 12:00:00,12.4,61.2,8.3,70.3,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 13:00:00,12.5,59.5,8.7,69.2,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 14:00:00,16.8,62.4,9.5,68.5,3215.0,20,1,0.333,26.0,0,0,0.0
2024-01-10 15:00:00,13.0,62.6,9.9,67.9,4040.0,20,1,0.333,26.0,0,0,0.0
2024-01-10 16:00:00,13.7,61.6,10.3,67.3,5000.0,27,1,0.45,26.0,0,0,0.0
2024-01-10 17:00:00,14.3,65.3,10.7,67.1,5000.0,27,1,0.45,26.0,0,0,0.0
2024-01-10 18:00:00,11.7,62.6,10.8,66.6,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 19:00:00,11.1,59.1,10.9,65.9,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 20:00:00,8.0,72.0,10.6,66.5,992.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 21:00:00,11.5,69.3,10.7,66.8,706.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 22:00:00,8.6,73.0,10.5,67.4,563.0,0,0,0.0,26.0,0,0,0.0
2024-01-10 23:00:00,11.1,77.4,10.5,68.4,492.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 00:00:00,5.3,72.8,10.0,68.8,456.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 01:00:00,2.3,77.5,9.2,69.7,438.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 02:00:00,3.0,73.5,8.6,70.1,429.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 03:00:00,3.0,74.8,8.0,70.6,424.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 04:00:00,6.7,80.4,7.9,71.5,422.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 05:00:00,4.7,81.4,7.6,72.5,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 06:00:00,5.6,73.1,7.4,72.6,421.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 07:00:00,8.8,75.6,7.5,72.9,420.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 08:00:00,6.2,71.5,7.4,72.7,2642.0,20,1,0.333,26.0,0,0,0.0
2024-01-11 09:00:00,7.7,65.9,7.4,72.1,3753.0,20,1,0.333,26.0,0,0,0.0
2024-01-11 10:00:00,11.7,73.7,7.9,72.2,5000.0,40,1,0.667,26.0,0,0,0.0
2024-01-11 11:00:00,9.4,67.7,8.1,71.8,5000.0,40,1,0.667,26.0,0,0,0.0
2024-01-11 12:00:00,11.6,62.9,8.4,70.9,2710.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 13:00:00,12.4,60.5,8.8,69.8,1565.0,0,0,0.0,26.0,0,0,0.0
2024-01-11 14:00:00,13.9,59.8,9.4,68.8,5000.0,56,1,0.933,26.0,0,0,0.0
2024-01-11 15:00:00,14.4,61.8,9.9,68.1,5000.0,56,1,0.933,26.0,0,0,0.0
2024-01-11 16:00:00,13.5,59.5,10.3,67.3,5000.0,57,1,0.95,26.0,0,0,0.0
2024-01-11 17:00:00,12.5,65.3,10.6,67.1,5000.0,57,1,0.95,26.0,0,0,0.0
2024-01-11 18:00:00,13.3,61.4,10.9,66.5,2710.0,0,0,0.0,26.0,0,0,0.0
